created_at,entry_id,field1,field2
2021-05-05T04:01:26-05:00,729,16.5,78.3
2021-05-05T05:01:25-05:00,730,16.3,79.4
2021-05-05T06:10:25-05:00,731,15.9,82.6
2021-05-05T07:01:25-05:00,732,16.3,80.3
2021-05-05T08:01:25-05:00,733,19.1,74.7
2021-05-05T09:01:26-05:00,734,21.6,59.7
2021-05-05T10:01:25-05:00,735,27,45.9
2021-05-05T11:01:25-05:00,736,27.2,44.6
2021-05-05T12:01:25-05:00,737,30.7,36.9
2021-05-05T13:01:26-05:00,738,31.4,34.3
2021-05-05T14:01:26-05:00,739,31.7,32.4
2021-05-05T15:01:25-05:00,740,31,33.4
2021-05-05T16:01:25-05:00,741,28.4,38.2
2021-05-05T17:01:25-05:00,742,25.7,43.4
2021-05-05T21:01:25-05:00,743,19.3,64.4
2021-05-05T22:01:25-05:00,744,18.4,67.5
2021-05-05T23:01:25-05:00,745,18.5,69.5
2021-05-06T00:01:25-05:00,746,17.8,75.5
2021-05-06T01:01:26-05:00,747,17.3,77.1
2021-05-06T02:01:26-05:00,748,17.3,76.5
2021-05-06T03:01:25-05:00,749,17,78.8
2021-05-06T04:01:25-05:00,750,17,82.3
2021-05-06T05:01:26-05:00,751,16.9,89.4
2021-05-06T06:10:25-05:00,752,15.9,87.9
2021-05-06T07:01:25-05:00,753,16.6,87.7
2021-05-06T08:01:26-05:00,754,18.1,79.7
2021-05-06T09:01:25-05:00,755,24.9,54.8
2021-05-06T10:01:25-05:00,756,27.1,45.4
2021-05-06T11:01:25-05:00,757,28.9,40.7
2021-05-06T12:01:25-05:00,758,30.5,37.2
2021-05-06T13:01:25-05:00,759,31.3,32.2
2021-05-06T14:01:25-05:00,760,30.9,32.9
2021-05-06T15:01:25-05:00,761,24.2,46.4
2021-05-06T16:01:25-05:00,762,21.9,48.9
2021-05-06T17:01:25-05:00,763,20.5,53.9
2021-05-06T19:01:26-05:00,764,18.3,61.9
2021-05-06T21:01:25-05:00,765,16.5,73.3
2021-05-06T22:01:25-05:00,766,16.4,72.2
2021-05-06T23:01:26-05:00,767,16,78
2021-05-07T00:01:25-05:00,768,16.3,75.3
2021-05-07T01:01:25-05:00,769,16.4,76.3
2021-05-07T02:01:25-05:00,770,16.1,78.7
2021-05-07T03:01:25-05:00,771,15.7,79
2021-05-07T04:01:25-05:00,772,15.7,80.5
2021-05-07T05:01:25-05:00,773,15.7,79.1
2021-05-07T06:10:25-05:00,774,15.6,80
2021-05-07T07:01:25-05:00,775,15.6,81.9
2021-05-07T08:01:26-05:00,776,19.4,69
2021-05-07T09:01:25-05:00,777,26.3,45
2021-05-07T10:01:26-05:00,778,27.2,41.5
2021-05-07T11:01:25-05:00,779,28.8,38.1
2021-05-07T12:01:25-05:00,780,30,34.2
2021-05-07T13:01:25-05:00,781,28.9,35.8
2021-05-07T14:01:25-05:00,782,27.8,37.2
2021-05-07T15:01:25-05:00,783,28,36.6
2021-05-07T16:01:25-05:00,784,26.8,37.3
2021-05-07T17:01:25-05:00,785,22.9,48
2021-05-07T19:01:25-05:00,786,19.9,57.7
2021-05-07T20:01:25-05:00,787,19.1,62.6
2021-05-07T21:01:25-05:00,788,18.5,66.5
2021-05-07T22:01:25-05:00,789,17.8,69.1
2021-05-07T23:01:25-05:00,790,17.9,68
2021-05-08T00:01:25-05:00,791,17.7,69.4
2021-05-08T01:01:25-05:00,792,17.6,69.5
2021-05-08T02:01:25-05:00,793,16.4,74.4
2021-05-08T03:01:25-05:00,794,16.3,76.1
2021-05-08T04:01:25-05:00,795,16,77.9
2021-05-08T06:10:25-05:00,796,16.1,78.3
2021-05-08T07:01:25-05:00,797,16.2,79.4
2021-05-08T08:01:25-05:00,798,18,74.7
2021-05-08T09:01:25-05:00,799,25,53.3
2021-05-08T10:01:25-05:00,800,26.9,44
2021-05-08T11:01:25-05:00,801,26.4,42.9
2021-05-08T12:01:25-05:00,802,27.1,41.4
2021-05-08T13:01:25-05:00,803,30.2,35.7
2021-05-08T14:01:25-05:00,804,27.4,40.3
2021-05-08T16:01:25-05:00,805,23,57.5
2021-05-08T17:01:25-05:00,806,21.3,59.6
2021-05-08T18:01:25-05:00,807,19.3,69.4
2021-05-08T20:01:25-05:00,808,17.9,70.1
2021-05-08T22:01:25-05:00,809,17.2,72.3
2021-05-08T23:01:25-05:00,810,17.1,73.4
2021-05-09T00:01:25-05:00,811,16.3,77.9
2021-05-09T01:01:25-05:00,812,16.4,75
2021-05-09T02:01:25-05:00,813,15.8,76.2
2021-05-09T03:01:25-05:00,814,15.4,76.4
2021-05-09T05:01:25-05:00,815,14.7,79.2
2021-05-09T06:10:25-05:00,816,14.7,79.3
2021-05-09T07:01:25-05:00,817,15.4,80.3
2021-05-09T08:01:25-05:00,818,17.6,72.6
2021-05-09T09:01:25-05:00,819,21.9,54.3
2021-05-09T10:01:25-05:00,820,25.7,43.4
2021-05-09T11:01:25-05:00,821,24.7,43.6
2021-05-09T12:01:25-05:00,822,26.4,40.9
2021-05-09T13:01:25-05:00,823,26,40.7
2021-05-09T14:01:25-05:00,824,24.8,43.6
2021-05-09T15:01:25-05:00,825,23.6,46.5
2021-05-09T16:01:25-05:00,826,22.9,48.1
2021-05-09T17:01:25-05:00,827,21.6,50.7
2021-05-09T18:01:25-05:00,828,19.9,56
2021-05-09T19:01:25-05:00,829,18.9,59.3
2021-05-09T20:01:25-05:00,830,18.2,61.6
2021-05-09T21:01:24-05:00,831,17.5,63.2
2021-05-09T22:01:25-05:00,832,17.4,63.6
2021-05-09T23:01:25-05:00,833,17.1,63.4
2021-05-10T00:01:25-05:00,834,16.9,64.5
2021-05-10T01:01:25-05:00,835,16.8,66.5
2021-05-10T02:01:25-05:00,836,16.2,71.1
2021-05-10T03:01:25-05:00,837,16.3,70.4
2021-05-10T04:01:24-05:00,838,16.4,69.2
2021-05-10T05:01:25-05:00,839,16.4,68.8
2021-05-10T06:10:25-05:00,840,16,70.5
2021-05-10T07:01:25-05:00,841,16.2,70.3
2021-05-10T08:01:25-05:00,842,19.7,59.6
2021-05-10T09:01:24-05:00,843,25.9,43
2021-05-10T10:01:25-05:00,844,26.9,40.7
2021-05-10T11:01:25-05:00,845,28.3,38.1
2021-05-10T13:01:24-05:00,846,28.1,37.4
2021-05-10T14:01:25-05:00,847,26.7,39.2
2021-05-10T15:01:24-05:00,848,24.5,41.3
2021-05-10T16:01:25-05:00,849,23.7,44.4
2021-05-10T17:01:25-05:00,850,22.6,47
2021-05-10T18:01:25-05:00,851,20.1,54.1
2021-05-10T19:01:25-05:00,852,18.9,56.7
2021-05-10T20:01:25-05:00,853,18.2,58.8
2021-05-10T21:01:24-05:00,854,17.5,61.9
2021-05-10T23:01:25-05:00,855,17.4,61.7
2021-05-11T00:01:25-05:00,856,17.2,63.5
2021-05-11T01:01:25-05:00,857,16.8,64.8
2021-05-11T02:01:25-05:00,858,16.4,69.5
2021-05-11T03:01:25-05:00,859,15.9,69.7
2021-05-11T05:01:25-05:00,860,15.4,76
2021-05-11T06:10:25-05:00,861,15.2,77.5
2021-05-11T07:01:25-05:00,862,16.3,76.4
2021-05-11T08:01:24-05:00,863,17.4,68.4
2021-05-11T09:01:25-05:00,864,18.7,62.9
2021-05-11T10:01:25-05:00,865,20.7,56.1
2021-05-11T11:01:25-05:00,866,23.8,48.9
2021-05-11T12:01:25-05:00,867,25.2,45.1
2021-05-11T13:01:25-05:00,868,24.9,44
2021-05-11T14:01:25-05:00,869,27.1,39.5
2021-05-11T15:01:25-05:00,870,27.4,38.4
2021-05-11T16:01:24-05:00,871,25.8,42.1
2021-05-11T17:01:25-05:00,872,24.9,43.1
2021-05-11T18:01:25-05:00,873,20.8,50.9
2021-05-11T19:01:25-05:00,874,19,54.7
2021-05-11T20:01:25-05:00,875,17.4,59.9
2021-05-11T21:01:25-05:00,876,17,64.5
2021-05-11T22:01:24-05:00,877,16.8,66.6
2021-05-11T23:01:25-05:00,878,17.2,65.8
2021-05-12T00:01:24-05:00,879,17.1,66.8
2021-05-12T01:01:25-05:00,880,16.9,67.4
2021-05-12T02:01:25-05:00,881,16.3,68.9
2021-05-12T03:01:25-05:00,882,15.5,69.5
2021-05-12T05:01:24-05:00,883,15.7,74.4
2021-05-12T06:10:25-05:00,884,15.7,79.5
2021-05-12T07:01:25-05:00,885,15.6,79.7
2021-05-12T08:01:25-05:00,886,17.7,76.4
2021-05-12T09:01:25-05:00,887,22.3,55.5
2021-05-12T10:01:27-05:00,888,25.4,44.6
2021-05-12T11:01:24-05:00,889,25.2,46
2021-05-12T12:01:25-05:00,890,27,42.5
2021-05-12T13:01:25-05:00,891,26,43.1
2021-05-12T15:01:25-05:00,892,24.5,44.5
2021-05-12T16:01:24-05:00,893,23.2,47.4
2021-05-12T17:01:24-05:00,894,20.6,57.5
2021-05-12T18:01:25-05:00,895,19.2,61.5
2021-05-12T19:01:24-05:00,896,17.9,64.4
2021-05-12T20:01:25-05:00,897,16.7,67.5
2021-05-12T21:01:24-05:00,898,15.8,71.3
2021-05-12T22:01:25-05:00,899,15.4,72
2021-05-12T23:01:25-05:00,900,15.7,74.8
2021-05-13T00:01:25-05:00,901,15.5,77.1
2021-05-13T01:01:25-05:00,902,15.5,78.2
2021-05-13T02:01:24-05:00,903,15.3,79.5
2021-05-13T03:01:25-05:00,904,15.4,79.9
2021-05-13T04:01:24-05:00,905,15.3,80.8
2021-05-13T05:01:25-05:00,906,15.3,80.6
2021-05-13T06:10:24-05:00,907,15.2,81.5
2021-05-13T08:01:24-05:00,908,17.2,75.5
2021-05-13T09:01:25-05:00,909,20,62.9
2021-05-13T10:01:25-05:00,910,24.2,49.8
2021-05-13T11:01:25-05:00,911,28.2,42.1
2021-05-13T12:01:24-05:00,912,27.4,41.3
2021-05-13T13:01:25-05:00,913,26.9,40.8
2021-05-13T14:01:25-05:00,914,25.8,43.1
2021-05-13T15:01:24-05:00,915,25.8,44.4
2021-05-13T16:01:25-05:00,916,24.9,45.6
2021-05-13T17:01:24-05:00,917,22.7,51.1
2021-05-13T18:01:25-05:00,918,20.7,55.6
2021-05-13T19:01:24-05:00,919,19,61.3
2021-05-13T20:01:25-05:00,920,17.9,65.2
2021-05-13T21:01:24-05:00,921,17.3,67.7
2021-05-13T22:01:25-05:00,922,17.5,67.7
2021-05-13T23:01:24-05:00,923,17.5,68.6
2021-05-14T00:01:25-05:00,924,17.1,70.7
2021-05-14T01:01:25-05:00,925,17,71.7
2021-05-14T02:01:25-05:00,926,16.8,73.2
2021-05-14T03:01:24-05:00,927,16.4,74.8
2021-05-14T04:01:25-05:00,928,16.2,76.1
2021-05-14T05:01:24-05:00,929,15.9,78.8
2021-05-14T06:10:24-05:00,930,15.9,79.4
2021-05-14T07:01:24-05:00,931,16.6,79.8
2021-05-14T08:01:24-05:00,932,19.9,66.7
2021-05-14T09:01:25-05:00,933,23.1,55
2021-05-14T10:01:24-05:00,934,26.9,45
2021-05-14T11:01:25-05:00,935,26.1,45.9
2021-05-14T12:01:25-05:00,936,23.3,51.8
2021-05-14T13:01:25-05:00,937,26.8,46.1
2021-05-14T14:01:24-05:00,938,27,44.2
2021-05-14T15:01:24-05:00,939,23.8,50.2
2021-05-14T16:01:25-05:00,940,24.1,49.8
2021-05-14T17:01:24-05:00,941,21.9,55
2021-05-14T18:01:24-05:00,942,20.3,59.7
2021-05-14T19:01:25-05:00,943,18.7,64.4
2021-05-14T20:01:24-05:00,944,18.7,66.8
2021-05-14T21:01:24-05:00,945,18.6,69.6
2021-05-14T22:01:25-05:00,946,18.2,69.6
2021-05-14T23:01:25-05:00,947,18,71.3
2021-05-15T00:01:24-05:00,948,17.8,71.5
2021-05-15T01:01:24-05:00,949,17.7,71.4
2021-05-15T02:01:25-05:00,950,17.3,71.5
2021-05-15T03:01:24-05:00,951,16.9,73.8
2021-05-15T04:01:25-05:00,952,15.9,78.4
2021-05-15T05:01:24-05:00,953,15.8,81.4
2021-05-15T06:10:25-05:00,954,15.8,81.2
2021-05-15T07:01:25-05:00,955,16.2,80.9
2021-05-15T08:01:25-05:00,956,17.3,76.7
2021-05-15T09:01:24-05:00,957,18.8,69.4
2021-05-15T10:01:24-05:00,958,20.8,61.3
2021-05-15T11:01:25-05:00,959,23.5,49.8
2021-05-15T12:01:24-05:00,960,22.6,50.8
2021-05-15T13:01:24-05:00,961,22.4,57.1
2021-05-15T14:01:25-05:00,962,21,68
2021-05-15T15:01:25-05:00,963,21.1,61.9
2021-05-15T16:01:24-05:00,964,20.1,62.6
2021-05-15T17:01:24-05:00,965,19.5,65.9
2021-05-15T18:01:24-05:00,966,18.3,69.4
2021-05-15T19:01:25-05:00,967,18,72.8
2021-05-15T20:01:24-05:00,968,17.5,73.7
2021-05-15T21:01:24-05:00,969,17,76.4
2021-05-15T22:01:24-05:00,970,16.6,80.5
2021-05-15T23:01:24-05:00,971,16.3,81.4
2021-05-16T00:01:25-05:00,972,16.3,81.7
2021-05-16T01:01:25-05:00,973,16.2,81.6
2021-05-16T03:01:25-05:00,974,15.5,88.8
2021-05-16T04:01:24-05:00,975,15.5,90.2
2021-05-16T05:01:24-05:00,976,15.4,90.6
2021-05-16T06:10:24-05:00,977,15.3,90.9
2021-05-16T07:01:24-05:00,978,15.4,91.7
2021-05-16T08:01:24-05:00,979,17.9,91.4
2021-05-16T09:01:24-05:00,980,22.1,77.3
2021-05-16T10:01:24-05:00,981,24.7,57.3
2021-05-16T11:01:24-05:00,982,25.8,51.4
2021-05-16T12:01:25-05:00,983,25.5,52.7
2021-05-16T13:01:24-05:00,984,24.2,55.2
2021-05-16T14:01:25-05:00,985,24.6,60.7
2021-05-16T15:01:24-05:00,986,23.6,58.2
2021-05-16T16:01:25-05:00,987,25.3,50.6
2021-05-16T17:01:24-05:00,988,22.2,57.9
2021-05-16T18:01:24-05:00,989,19.8,63.8
2021-05-16T19:01:24-05:00,990,18.4,73.7
2021-05-16T21:01:25-05:00,991,17.2,77.7
2021-05-16T22:01:24-05:00,992,17.3,78.3
2021-05-16T23:01:25-05:00,993,17.3,78.7
2021-05-17T00:01:24-05:00,994,17.2,78.5
2021-05-17T01:01:24-05:00,995,16.8,79.6
2021-05-17T02:01:24-05:00,996,16.3,83.1
2021-05-17T03:01:24-05:00,997,16.1,83.4
2021-05-17T04:01:24-05:00,998,15.8,88.7
2021-05-17T05:01:24-05:00,999,15.6,90.7
2021-05-17T06:10:24-05:00,1000,15.6,91.2
2021-05-17T07:01:24-05:00,1001,16.5,90.9
2021-05-17T08:01:24-05:00,1002,17.2,85.3
2021-05-17T09:01:24-05:00,1003,23.1,63.6
2021-05-17T10:01:25-05:00,1004,23.9,55.8
2021-05-17T11:01:24-05:00,1005,24.7,53.8
2021-05-17T12:01:24-05:00,1006,27.4,45.9
2021-05-17T13:01:25-05:00,1007,29.5,41.5
2021-05-17T14:01:24-05:00,1008,29.6,39.2
2021-05-17T15:01:24-05:00,1009,29.4,37.7
2021-05-17T16:01:24-05:00,1010,27,42.9
2021-05-17T17:01:24-05:00,1011,24,47.6
2021-05-17T18:01:24-05:00,1012,21.6,52.3
2021-05-17T19:01:24-05:00,1013,19.5,65.7
2021-05-17T20:01:24-05:00,1014,18.1,74.2
2021-05-17T21:01:24-05:00,1015,17.4,82.1
2021-05-17T22:01:24-05:00,1016,16.8,85.9
2021-05-17T23:01:24-05:00,1017,16.5,87.4
2021-05-18T00:01:24-05:00,1018,16.5,90.7
2021-05-18T01:01:24-05:00,1019,16.4,91
2021-05-18T02:01:24-05:00,1020,15.7,90.7
2021-05-18T03:01:24-05:00,1021,15.2,91.5
2021-05-18T04:01:25-05:00,1022,14.9,91.8
2021-05-18T05:01:24-05:00,1023,14.6,91.9
2021-05-18T06:10:25-05:00,1024,14.7,92
2021-05-18T07:01:24-05:00,1025,15.3,91.7
2021-05-18T08:01:24-05:00,1026,15.8,90.7
2021-05-18T09:01:25-05:00,1027,16.7,82.9
2021-05-18T10:01:24-05:00,1028,16.6,81.1
2021-05-18T11:01:24-05:00,1029,18.4,68.6
2021-05-18T12:01:24-05:00,1030,20.1,63
2021-05-18T13:01:24-05:00,1031,21.8,56.2
2021-05-18T14:01:24-05:00,1032,22.7,51.4
2021-05-18T15:01:24-05:00,1033,22.2,52
2021-05-18T16:01:24-05:00,1034,22.5,51.7
2021-05-18T17:01:24-05:00,1035,20.8,54.7
2021-05-18T18:01:25-05:00,1036,18.7,62
2021-05-18T19:01:24-05:00,1037,17.6,66.2
2021-05-18T20:01:24-05:00,1038,16.1,72.1
2021-05-18T21:01:24-05:00,1039,14.6,76.1
2021-05-18T22:01:25-05:00,1040,13.5,78.8
2021-05-18T23:01:24-05:00,1041,13.8,85.1
2021-05-19T00:01:24-05:00,1042,14.3,81.9
2021-05-19T01:01:24-05:00,1043,13.8,78.2
2021-05-19T02:01:24-05:00,1044,14,77.4
2021-05-19T04:01:24-05:00,1045,13.3,79.9
2021-05-19T05:01:24-05:00,1046,13,82
2021-05-19T06:10:24-05:00,1047,13.5,81.9
2021-05-19T07:01:24-05:00,1048,14.3,81.6
2021-05-19T08:01:24-05:00,1049,16.9,71.3
2021-05-19T09:01:24-05:00,1050,21.8,55.7
2021-05-19T10:01:24-05:00,1051,25.6,47
2021-05-19T11:01:24-05:00,1052,27,46.2
2021-05-19T12:01:24-05:00,1053,27,45.7
2021-05-19T13:01:24-05:00,1054,27,42.5
2021-05-19T14:01:25-05:00,1055,25.5,44.4
2021-05-19T15:01:24-05:00,1056,25.5,45.4
2021-05-19T16:01:24-05:00,1057,23.9,47.7
2021-05-19T17:01:24-05:00,1058,24.8,46.3
2021-05-19T18:01:24-05:00,1059,20.7,56.4
2021-05-19T19:01:24-05:00,1060,18.9,62.2
2021-05-19T21:01:24-05:00,1061,15.6,72.9
2021-05-19T22:01:24-05:00,1062,15.8,74.6
2021-05-19T23:01:24-05:00,1063,16,75.2
2021-05-20T00:01:24-05:00,1064,14.8,77.7
2021-05-20T01:01:24-05:00,1065,14,79.5
2021-05-20T02:01:24-05:00,1066,14.6,80.6
2021-05-20T03:01:24-05:00,1067,15,80.8
2021-05-20T04:01:24-05:00,1068,14.7,82.4
2021-05-20T06:10:24-05:00,1069,14.6,84.3
2021-05-20T07:01:24-05:00,1070,15.8,80.8
2021-05-20T09:01:24-05:00,1071,19.4,64.7
2021-05-20T10:01:24-05:00,1072,27.1,44.1
2021-05-20T11:01:24-05:00,1073,25.6,45.9
2021-05-20T12:01:24-05:00,1074,27,41.8
2021-05-20T13:01:24-05:00,1075,28.1,38.8
2021-05-20T14:01:24-05:00,1076,28.4,35.3
2021-05-20T15:01:24-05:00,1077,29.4,35.7
2021-05-21T10:01:24-05:00,1078,27,45
2021-05-21T11:01:24-05:00,1079,27.6,41.8
2021-05-21T16:01:24-05:00,1080,27.1,43.1
2021-05-21T17:01:23-05:00,1081,26.2,44.7
2021-05-21T19:01:23-05:00,1082,20.6,59
2021-05-22T13:01:24-05:00,1083,24.5,48.8
2021-05-22T14:01:24-05:00,1084,27.8,43.1
2021-05-23T05:01:24-05:00,1085,16.8,75.5
2021-05-23T20:01:23-05:00,1086,19,63.9
2021-05-24T10:01:23-05:00,1087,24.9,57.6
2021-05-24T11:01:24-05:00,1088,26.9,48.4
2021-05-24T12:01:24-05:00,1089,28.3,46.3
